city_name,record_date,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_PRECIPITATION,AVERAGE_RAIN
Porto,2019-02-19 14:00:00,Medium,36.2,24.2,92.4,LIGHT,12.0,1020.0,62.0,3.0,algumas nuvens,0.0,NULL
Porto,2019-07-17 14:00:00,High,35.8,55.1,88.7,LIGHT,24.0,1016.0,69.0,4.0,,0.0,
Porto,2019-06-23 18:00:00,High,44.0,36.3,83.6,LIGHT,19.0,1013.0,88.0,2.0,nuvens dispersas,0.0,
Porto,2019-08-31 14:00:00,Medium,42.7,18.3,80.8,LIGHT,23.0,1018.0,83.0,4.0,nuvens dispersas,0.0,
Porto,2018-11-24 15:00:00,High,45.0,30.0,89.6,LIGHT,14.0,1008.0,82.0,9.0,NULL,0.0,chuva moderada
Porto,2019-09-29 16:00:00,High,33.1,56.2,90.5,LIGHT,23.0,1020.0,68.0,2.0,nuvens quebradas,0.0,
Porto,2018-11-09 23:00:00,Low,37.3,13.2,89.7,DARK,15.0,1012.0,100.0,11.0,NULL,0.0,chuva leve
Porto,2019-08-24 09:00:00,Medium,42.2,9.6,74.9,LIGHT,18.0,1018.0,100.0,7.0,,0.0,
Porto,2018-08-08 06:00:00,None,41.9,0.0,86.4,LIGHT,14.0,1015.0,93.0,0.0,nuvens dispersas,0.0,NULL
Porto,2019-04-28 16:00:00,High,39.3,119.9,77.6,LIGHT,23.0,1020.0,60.0,4.0,,0.0,
Porto,2019-05-06 16:00:00,High,40.4,50.2,78.0,LIGHT,18.0,1020.0,67.0,4.0,,0.0,
Porto,2019-09-29 06:00:00,None,45.6,0.0,81.7,DARK,11.0,1019.0,100.0,3.0,nuvens dispersas,0.0,
Porto,2018-08-27 23:00:00,None,42.4,0.0,86.6,DARK,17.0,1013.0,93.0,1.0,NULL,0.0,trovoada com chuva leve
Porto,2019-09-18 23:00:00,None,43.5,1.3,76.3,DARK,15.0,1018.0,100.0,3.0,,0.0,
Porto,2019-02-06 12:00:00,Medium,31.8,28.3,85.6,LIGHT,11.0,1026.0,93.0,1.0,algumas nuvens,0.0,NULL
Porto,2019-05-26 05:00:00,None,45.2,1.4,64.5,DARK,14.0,1020.0,82.0,1.0,,0.0,
Porto,2019-05-19 17:00:00,Medium,36.1,41.3,74.9,LIGHT,16.0,1015.0,67.0,6.0,,0.0,
Porto,2018-11-26 13:00:00,Low,39.9,8.3,73.7,LIGHT,14.0,1021.0,71.0,4.0,nuvens dispersas,0.0,NULL
Porto,2019-02-07 06:00:00,Low,51.1,1.6,78.7,DARK,7.0,1025.0,100.0,3.0,nuvens quebrados,0.0,NULL
Porto,2018-08-17 21:00:00,Medium,47.0,18.1,86.9,DARK,20.0,1015.0,64.0,3.0,céu claro,0.0,NULL
Porto,2018-09-14 01:00:00,None,45.9,6.3,83.6,DARK,14.0,1017.0,100.0,1.0,céu claro,0.0,NULL
Porto,2018-11-02 11:00:00,High,42.3,59.5,84.3,LIGHT,15.0,1025.0,100.0,3.0,NULL,0.0,NULL
Porto,2019-05-24 11:00:00,High,33.1,67.2,76.4,LIGHT,19.0,1020.0,63.0,6.0,,0.0,
Porto,2018-09-07 02:00:00,None,42.4,3.1,86.6,DARK,18.0,1013.0,88.0,1.0,céu claro,0.0,NULL
Porto,2019-01-25 09:00:00,High,41.4,62.2,74.2,LIGHT,6.0,1020.0,100.0,2.0,céu claro,0.0,NULL
Porto,2019-08-26 13:00:00,Medium,38.6,19.8,88.1,LIGHT,26.0,1014.0,73.0,3.0,céu pouco nublado,0.0,
Porto,2018-10-10 06:00:00,Low,44.9,4.8,84.6,DARK,10.0,1004.0,71.0,2.0,céu claro,0.0,NULL
Porto,2018-09-23 17:00:00,High,34.9,67.4,91.7,LIGHT,22.0,1022.0,64.0,6.0,céu claro,0.0,NULL
Porto,2018-12-05 10:00:00,Medium,32.9,22.0,81.8,LIGHT,12.0,1027.0,87.0,2.0,nuvens quebrados,0.0,NULL
Porto,2019-05-14 03:00:00,None,40.2,0.0,67.6,DARK,16.0,1014.0,72.0,3.0,,0.0,
Porto,2018-09-21 21:00:00,None,37.9,4.5,89.3,DARK,19.0,1022.0,93.0,3.0,nuvens dispersas,0.0,NULL
Porto,2018-10-30 13:00:00,Medium,35.3,27.0,85.1,LIGHT,9.0,1001.0,81.0,4.0,NULL,0.0,chuva moderada
Porto,2018-08-31 19:00:00,Medium,40.8,15.0,82.4,LOW_LIGHT,24.0,1015.0,51.0,3.0,céu claro,0.0,NULL
Porto,2018-09-26 17:00:00,Very_High,43.3,82.3,87.4,LIGHT,26.0,1022.0,61.0,3.0,céu claro,0.0,NULL
Porto,2018-09-25 10:00:00,Medium,34.1,31.6,92.7,LIGHT,24.0,1020.0,20.0,8.0,céu claro,0.0,NULL
Porto,2019-05-21 21:00:00,Low,44.2,2.9,65.6,DARK,16.0,1017.0,87.0,5.0,,0.0,
Porto,2019-02-14 01:00:00,None,39.2,0.0,91.0,DARK,9.0,1026.0,66.0,5.0,céu claro,0.0,NULL
Porto,2019-05-05 09:00:00,Low,35.6,6.3,82.2,LIGHT,17.0,1016.0,55.0,4.0,,0.0,
Porto,2019-02-19 00:00:00,None,41.4,0.0,85.0,DARK,8.0,1021.0,93.0,1.0,céu claro,0.0,NULL
Porto,2019-07-14 18:00:00,Medium,37.2,19.7,86.2,LIGHT,22.0,1016.0,93.0,3.0,nublado,0.0,
Porto,2019-05-24 20:00:00,Medium,32.9,39.8,76.9,LOW_LIGHT,18.0,1017.0,63.0,7.0,,0.0,
Porto,2019-04-25 12:00:00,Low,34.1,17.5,81.5,LIGHT,13.0,1011.0,71.0,6.0,nuvens dispersas,0.0,NULL
Porto,2018-09-27 07:00:00,Very_High,44.5,72.1,85.0,LIGHT,17.0,1025.0,93.0,0.0,céu claro,0.0,NULL
Porto,2018-11-29 14:00:00,Medium,43.7,18.3,79.3,LIGHT,13.0,1016.0,100.0,1.0,NULL,0.0,chuva fraca
Porto,2018-11-30 08:00:00,Very_High,48.5,69.2,75.3,LIGHT,9.0,1022.0,100.0,3.0,nuvens dispersas,0.0,NULL
Porto,2018-08-24 05:00:00,None,42.3,2.0,82.3,DARK,15.0,1019.0,100.0,2.0,NULL,0.0,NULL
Porto,2019-01-23 17:00:00,High,41.0,37.3,78.5,LIGHT,13.0,1017.0,93.0,7.0,NULL,0.0,chuva moderada
Porto,2019-01-24 02:00:00,None,52.0,0.0,70.3,DARK,13.0,1019.0,93.0,6.0,NULL,0.0,chuva leve
Porto,2018-10-19 06:00:00,Low,44.0,2.6,87.4,DARK,15.0,1013.0,77.0,5.0,céu claro,0.0,NULL
Porto,2018-10-07 09:00:00,None,43.6,0.0,82.2,LIGHT,12.0,1021.0,58.0,2.0,céu claro,0.0,NULL
Porto,2019-06-22 06:00:00,Low,39.0,6.4,71.3,LIGHT,13.0,1015.0,100.0,1.0,,0.0,
Porto,2019-05-18 12:00:00,Low,37.7,11.7,65.8,LIGHT,14.0,1017.0,67.0,3.0,nuvens dispersas,0.0,
Porto,2018-10-29 04:00:00,Low,43.3,1.1,85.7,DARK,5.0,1013.0,93.0,1.0,céu claro,0.0,NULL
Porto,2019-09-01 17:00:00,Medium,39.7,33.2,93.2,LIGHT,26.0,1014.0,61.0,4.0,,0.0,
Porto,2018-09-16 02:00:00,None,44.0,0.0,81.4,DARK,15.0,1020.0,100.0,0.0,NULL,0.0,NULL
Porto,2019-06-21 13:00:00,Medium,38.3,20.2,78.4,LIGHT,21.0,1019.0,77.0,3.0,céu pouco nublado,0.0,
Porto,2019-08-12 04:00:00,None,44.8,6.2,72.9,DARK,13.0,1022.0,100.0,7.0,,0.0,
Porto,2018-09-01 09:00:00,None,41.3,0.0,81.9,LIGHT,28.0,1014.0,37.0,4.0,céu claro,0.0,NULL
Porto,2019-09-12 09:00:00,High,40.3,79.5,76.4,LIGHT,21.0,1026.0,49.0,6.0,,0.0,
Porto,2019-05-23 08:00:00,Very_High,45.5,116.0,61.9,LIGHT,15.0,1020.0,82.0,0.0,nuvens dispersas,0.0,
Porto,2018-09-11 00:00:00,Low,44.3,3.7,79.9,DARK,17.0,1021.0,88.0,0.0,céu claro,0.0,NULL
Porto,2019-07-04 00:00:00,None,36.2,3.2,92.3,DARK,18.0,1013.0,93.0,3.0,nuvens quebradas,0.0,
Porto,2019-04-24 06:00:00,Medium,42.9,6.0,72.0,LOW_LIGHT,11.0,994.0,87.0,6.0,NULL,0.0,chuva fraca
Porto,2018-09-14 18:00:00,Very_High,42.9,102.4,86.1,LIGHT,18.0,1017.0,93.0,2.0,NULL,0.0,NULL
Porto,2019-04-01 01:00:00,Low,46.8,1.2,70.8,DARK,14.0,1011.0,71.0,1.0,céu limpo,0.0,NULL
Porto,2019-07-01 22:00:00,None,41.8,1.9,69.3,DARK,18.0,1017.0,93.0,2.0,,0.0,
Porto,2018-09-30 19:00:00,None,35.4,2.1,81.8,DARK,15.0,1019.0,100.0,2.0,NULL,0.0,NULL
Porto,2019-05-12 04:00:00,Low,36.7,5.1,61.5,DARK,14.0,1021.0,82.0,3.0,,0.0,
Porto,2019-06-20 12:00:00,Low,37.4,4.7,71.3,LIGHT,18.0,1017.0,88.0,3.0,nuvens quebradas,0.0,
Porto,2019-05-21 20:00:00,Low,40.8,5.1,66.5,LOW_LIGHT,17.0,1016.0,77.0,5.0,,0.0,
Porto,2018-12-11 09:00:00,Very_High,41.5,69.1,73.9,LIGHT,6.0,1022.0,81.0,1.0,NULL,0.0,NULL
Porto,2018-09-14 15:00:00,High,35.0,46.7,90.8,LIGHT,19.0,1018.0,88.0,2.0,nuvens dispersas,0.0,NULL
Porto,2018-12-10 11:00:00,Very_High,38.8,68.2,69.8,LIGHT,12.0,1027.0,45.0,5.0,céu claro,0.0,NULL
Porto,2019-07-22 11:00:00,Medium,32.5,23.3,90.1,LIGHT,23.0,1018.0,82.0,3.0,céu pouco nublado,0.0,
Porto,2019-05-27 17:00:00,High,43.6,34.5,66.3,LIGHT,22.0,1015.0,64.0,5.0,,0.0,
Porto,2018-12-08 04:00:00,None,47.6,0.0,72.7,DARK,8.0,1032.0,100.0,0.0,NULL,0.0,NULL
Porto,2018-08-27 04:00:00,None,42.4,0.0,88.7,DARK,14.0,1013.0,100.0,0.0,céu claro,0.0,NULL
Porto,2019-09-22 19:00:00,Low,45.6,14.1,79.8,DARK,18.0,1018.0,88.0,3.0,céu pouco nublado,0.0,
Porto,2018-08-04 00:00:00,None,41.2,0.0,90.6,DARK,21.0,1016.0,88.0,1.0,céu claro,0.0,NULL
Porto,2018-11-11 10:00:00,None,39.9,0.0,87.0,LIGHT,14.0,1010.0,100.0,2.0,NULL,0.0,chuva moderada
Porto,2018-11-29 19:00:00,Very_High,43.2,68.8,77.9,DARK,12.0,1018.0,100.0,1.0,NULL,0.0,NULL
Porto,2018-08-23 15:00:00,Medium,40.5,55.9,88.3,LIGHT,18.0,1019.0,88.0,3.0,nuvens dispersas,0.0,NULL
Porto,2018-08-22 22:00:00,None,40.8,3.1,78.4,DARK,17.0,1018.0,100.0,0.0,NULL,0.0,NULL
Porto,2019-01-31 02:00:00,None,36.2,0.0,83.6,DARK,13.0,1005.0,100.0,4.0,nuvens quebrados,0.0,NULL
Porto,2018-12-01 19:00:00,High,36.0,150.4,78.4,DARK,14.0,1024.0,93.0,3.0,nuvens quebrados,0.0,NULL
Porto,2018-12-03 22:00:00,None,42.0,0.0,73.6,DARK,13.0,1023.0,100.0,0.0,nuvens quebrados,0.0,NULL
Porto,2018-10-16 19:00:00,Low,41.3,12.0,81.9,DARK,15.0,1018.0,100.0,2.0,algumas nuvens,0.0,NULL
Porto,2018-10-03 09:00:00,High,41.9,42.4,86.6,LIGHT,19.0,1022.0,39.0,5.0,céu claro,0.0,NULL
Porto,2018-10-12 03:00:00,None,44.7,0.0,81.8,DARK,17.0,1015.0,77.0,7.0,algumas nuvens,0.0,NULL
Porto,2019-09-15 21:00:00,None,43.6,3.1,70.6,DARK,21.0,1018.0,72.0,1.0,céu pouco nublado,0.0,
Porto,2019-08-16 19:00:00,Medium,40.7,30.2,84.8,LIGHT,21.0,1019.0,88.0,5.0,céu pouco nublado,0.0,
Porto,2018-12-12 10:00:00,Medium,35.3,25.9,74.9,LIGHT,12.0,1022.0,93.0,3.0,nuvens quebrados,0.0,NULL
Porto,2018-11-16 04:00:00,None,35.1,2.3,74.8,DARK,12.0,1015.0,77.0,4.0,céu claro,0.0,NULL
Porto,2019-01-18 16:00:00,High,42.4,77.0,74.5,LIGHT,8.0,1019.0,93.0,3.0,NULL,0.0,chuva leve
Porto,2018-09-02 10:00:00,Low,42.8,19.5,85.8,LIGHT,26.0,1014.0,50.0,4.0,céu claro,0.0,NULL
Porto,2018-11-12 03:00:00,None,44.4,0.0,82.6,DARK,9.0,1013.0,100.0,2.0,algumas nuvens,0.0,NULL
Porto,2018-09-24 22:00:00,None,44.4,2.2,79.5,DARK,18.0,1019.0,72.0,1.0,céu claro,0.0,NULL
Porto,2019-09-18 13:00:00,Medium,41.7,24.3,82.2,LIGHT,21.0,1017.0,100.0,1.0,nuvens quebradas,0.0,
Porto,2018-11-07 20:00:00,Medium,39.9,13.8,86.2,DARK,9.0,1017.0,87.0,2.0,nuvens dispersas,0.0,NULL
Porto,2019-07-19 12:00:00,Medium,36.1,31.3,81.4,LIGHT,24.0,1015.0,88.0,3.0,,0.0,
Porto,2019-08-16 08:00:00,Medium,44.8,17.7,83.4,LIGHT,17.0,1020.0,100.0,2.0,,0.0,
Porto,2019-06-14 20:00:00,Medium,36.7,22.3,88.3,LOW_LIGHT,16.0,1018.0,77.0,2.0,céu pouco nublado,0.0,
Porto,2018-09-23 23:00:00,Low,43.1,0.8,83.2,DARK,17.0,1022.0,88.0,0.0,céu claro,0.0,NULL
Porto,2019-07-25 21:00:00,Medium,48.2,3.2,79.6,DARK,18.0,1017.0,100.0,4.0,,0.0,
Porto,2019-05-13 18:00:00,Very_High,43.6,80.1,72.0,LIGHT,28.0,1016.0,30.0,5.0,,0.0,
Porto,2019-04-26 03:00:00,None,46.7,0.0,72.2,DARK,10.0,1022.0,87.0,1.0,nuvens quebradas,0.0,NULL
Porto,2018-12-11 22:00:00,None,39.3,0.0,71.3,DARK,11.0,1024.0,100.0,0.0,nuvens quebrados,0.0,NULL
Porto,2019-06-02 12:00:00,None,37.5,4.6,79.5,LIGHT,23.0,1019.0,77.0,4.0,,0.0,
Porto,2019-03-31 12:00:00,Low,42.9,16.8,82.9,LIGHT,19.0,1012.0,52.0,3.0,céu limpo,0.0,NULL
Porto,2018-09-09 05:00:00,None,46.0,2.2,81.2,DARK,17.0,1019.0,100.0,0.0,NULL,0.0,NULL
Porto,2019-05-10 09:00:00,High,42.2,129.5,75.5,LIGHT,15.0,1015.0,100.0,3.0,nuvens quebradas,0.0,
Porto,2018-09-14 16:00:00,High,40.8,39.3,82.2,LIGHT,20.0,1017.0,77.0,2.0,algumas nuvens,0.0,NULL
Porto,2019-06-13 17:00:00,Very_High,42.0,86.8,73.9,LIGHT,17.0,1013.0,72.0,5.0,céu pouco nublado,0.0,
Porto,2018-11-09 16:00:00,Medium,40.0,30.7,86.2,LIGHT,14.0,1016.0,100.0,10.0,NULL,0.0,chuva leve
Porto,2018-12-07 09:00:00,Very_High,42.0,72.0,75.2,LIGHT,12.0,1031.0,93.0,2.0,tempo nublado,0.0,NULL
Porto,2019-01-25 18:00:00,High,42.0,75.3,76.6,DARK,15.0,1020.0,72.0,3.0,céu claro,0.0,NULL
Porto,2019-06-03 21:00:00,None,38.8,5.6,75.5,DARK,17.0,1016.0,88.0,0.0,nuvens quebradas,0.0,
Porto,2018-10-24 11:00:00,Medium,34.7,35.2,93.6,LIGHT,21.0,1026.0,38.0,4.0,céu claro,0.0,NULL
Porto,2018-12-02 12:00:00,Low,37.3,15.9,85.7,LIGHT,15.0,1024.0,87.0,7.0,nuvens quebrados,0.0,NULL
Porto,2019-02-13 03:00:00,None,41.3,0.0,85.8,DARK,7.0,1028.0,61.0,5.0,céu claro,0.0,NULL
Porto,2019-07-13 14:00:00,Medium,38.9,23.1,87.4,LIGHT,23.0,1015.0,88.0,7.0,céu pouco nublado,0.0,
Porto,2019-06-03 20:00:00,Low,38.5,4.8,71.5,LOW_LIGHT,18.0,1016.0,82.0,2.0,céu pouco nublado,0.0,
Porto,2018-09-26 23:00:00,None,45.1,3.1,86.6,DARK,21.0,1024.0,83.0,1.0,céu claro,0.0,NULL
Porto,2019-05-23 07:00:00,Very_High,46.0,77.1,68.4,LIGHT,13.0,1020.0,100.0,1.0,céu pouco nublado,0.0,
Porto,2018-11-02 10:00:00,Medium,37.5,23.2,88.7,LIGHT,15.0,1025.0,100.0,3.0,nuvens quebrados,0.0,NULL
Porto,2019-08-31 16:00:00,Medium,40.5,40.5,84.8,LIGHT,23.0,1017.0,77.0,6.0,,0.0,
Porto,2018-09-27 05:00:00,None,42.8,0.0,86.2,DARK,18.0,1024.0,88.0,0.0,céu claro,0.0,NULL
Porto,2019-04-21 14:00:00,Medium,35.8,19.8,73.2,LIGHT,22.0,1011.0,43.0,5.0,céu pouco nublado,0.0,NULL
Porto,2019-02-26 17:00:00,Medium,37.6,40.7,92.4,LIGHT,21.0,1022.0,42.0,2.0,céu claro,0.0,NULL
Porto,2018-12-05 06:00:00,None,39.0,6.3,74.9,DARK,9.0,1024.0,100.0,4.0,algumas nuvens,0.0,NULL
Porto,2019-08-21 08:00:00,Medium,41.1,26.0,81.4,LIGHT,19.0,1017.0,53.0,3.0,,0.0,
Porto,2019-04-24 09:00:00,High,40.8,102.4,73.3,LIGHT,12.0,997.0,82.0,6.0,NULL,0.0,aguaceiros fracos
Porto,2019-06-25 17:00:00,High,43.1,63.6,70.5,LIGHT,22.0,1015.0,77.0,3.0,céu pouco nublado,0.0,
Porto,2019-02-06 01:00:00,None,41.6,0.0,88.1,DARK,5.0,1028.0,100.0,0.0,céu claro,0.0,NULL
Porto,2019-07-22 19:00:00,Medium,36.2,22.2,79.2,LIGHT,24.0,1016.0,93.0,2.0,céu pouco nublado,0.0,
Porto,2018-09-11 14:00:00,Medium,37.1,26.9,89.9,LIGHT,28.0,1020.0,48.0,2.0,céu claro,0.0,NULL
Porto,2019-03-01 00:00:00,None,38.0,7.4,85.0,DARK,10.0,1029.0,100.0,0.0,NULL,0.0,NULL
Porto,2019-05-14 21:00:00,None,42.9,0.0,69.9,DARK,22.0,1014.0,40.0,1.0,,0.0,
Porto,2019-04-25 22:00:00,Low,43.8,6.3,68.0,DARK,11.0,1020.0,87.0,4.0,NULL,0.0,aguaceiros fracos
Porto,2019-07-03 13:00:00,Medium,34.0,20.8,86.4,LIGHT,24.0,1013.0,78.0,5.0,céu pouco nublado,0.0,
Porto,2019-08-24 02:00:00,Low,44.2,13.1,85.3,DARK,17.0,1018.0,100.0,3.0,nuvens quebradas,0.0,
Porto,2019-03-29 16:00:00,Medium,41.5,33.8,75.5,LIGHT,20.0,1019.0,45.0,3.0,céu limpo,0.0,NULL
Porto,2018-10-31 20:00:00,Medium,34.6,20.1,88.9,DARK,10.0,1008.0,100.0,2.0,céu claro,0.0,NULL
Porto,2018-08-08 09:00:00,Low,39.7,6.7,84.7,LIGHT,18.0,1016.0,88.0,1.0,nuvens quebrados,0.0,NULL
Porto,2019-02-10 11:00:00,None,39.1,0.0,91.8,LIGHT,13.0,1021.0,100.0,4.0,NULL,0.0,chuva leve
Porto,2019-06-21 11:00:00,High,38.9,71.9,74.0,LIGHT,19.0,1019.0,82.0,3.0,céu pouco nublado,0.0,
Porto,2019-07-10 06:00:00,Low,39.1,5.9,77.9,LIGHT,17.0,1015.0,100.0,3.0,,0.0,
Porto,2019-06-19 17:00:00,Very_High,42.3,58.2,73.5,LIGHT,20.0,1016.0,72.0,2.0,céu pouco nublado,0.0,
Porto,2019-08-30 01:00:00,None,47.3,3.1,78.3,DARK,16.0,1020.0,100.0,1.0,,0.0,
Porto,2019-05-26 09:00:00,Low,38.3,3.1,73.8,LIGHT,21.0,1021.0,64.0,2.0,,0.0,
Porto,2019-02-10 23:00:00,None,39.1,0.0,91.6,DARK,7.0,1028.0,93.0,1.0,céu claro,0.0,NULL
Porto,2018-08-25 02:00:00,None,48.0,0.0,79.9,DARK,14.0,1018.0,93.0,1.0,céu claro,0.0,NULL
Porto,2018-10-14 06:00:00,Low,44.6,3.8,82.7,DARK,12.0,1011.0,100.0,1.0,NULL,0.0,chuva
Porto,2018-11-11 12:00:00,Low,37.8,6.6,82.8,LIGHT,14.0,1009.0,100.0,5.0,NULL,0.0,chuva fraca
Porto,2018-07-31 01:00:00,None,44.5,0.0,86.5,DARK,20.0,1019.0,100.0,2.0,nuvens quebrados,0.0,NULL
Porto,2018-11-05 03:00:00,Low,44.9,0.7,82.0,DARK,12.0,1001.0,87.0,4.0,nuvens dispersas,0.0,NULL
Porto,2018-07-28 06:00:00,None,47.0,0.0,87.6,LIGHT,16.0,1016.0,88.0,3.0,nuvens quebrados,0.0,NULL
Porto,2019-02-06 18:00:00,High,44.4,40.0,90.8,DARK,12.0,1025.0,87.0,1.0,algumas nuvens,0.0,NULL
Porto,2019-02-06 22:00:00,None,39.3,0.0,91.3,DARK,8.0,1026.0,100.0,2.0,NULL,0.0,NULL
Porto,2019-08-09 14:00:00,High,36.8,152.3,86.7,LIGHT,22.0,1017.0,83.0,6.0,nuvens dispersas,0.0,
Porto,2019-05-10 08:00:00,Very_High,45.5,118.5,71.7,LIGHT,15.0,1014.0,100.0,3.0,,0.0,chuva fraca
Porto,2018-07-30 14:00:00,Medium,39.4,40.9,90.0,LIGHT,23.0,1019.0,78.0,4.0,nuvens quebrados,0.0,NULL
Porto,2019-05-12 16:00:00,Medium,36.3,36.4,69.6,LIGHT,28.0,1020.0,20.0,4.0,,0.0,
Porto,2018-07-27 00:00:00,None,46.1,0.0,87.4,DARK,16.0,1016.0,93.0,0.0,céu claro,0.0,NULL
Porto,2019-09-11 22:00:00,None,43.1,0.0,76.6,DARK,18.0,1023.0,77.0,2.0,,0.0,
Porto,2018-12-11 16:00:00,Medium,36.8,25.2,84.4,LIGHT,15.0,1022.0,71.0,3.0,nuvens quebrados,0.0,NULL
Porto,2019-06-28 20:00:00,High,40.3,56.5,69.9,LOW_LIGHT,18.0,1016.0,88.0,6.0,,0.0,
Porto,2019-09-30 15:00:00,Medium,38.5,49.6,83.2,LIGHT,23.0,1017.0,88.0,3.0,,0.0,
Porto,2019-05-24 08:00:00,Very_High,48.9,104.0,60.9,LIGHT,14.0,1020.0,72.0,5.0,,0.0,
Porto,2019-08-11 22:00:00,Low,43.9,12.1,83.9,DARK,16.0,1023.0,87.0,2.0,,0.0,
Porto,2018-10-14 16:00:00,Medium,37.3,40.7,90.8,LIGHT,16.0,1014.0,72.0,4.0,algumas nuvens,0.0,NULL
Porto,2019-09-19 23:00:00,None,40.1,0.6,76.5,DARK,16.0,1016.0,100.0,0.0,nublado,0.0,
Porto,2018-08-25 13:00:00,Low,38.2,4.9,88.4,LIGHT,22.0,1017.0,60.0,4.0,céu claro,0.0,NULL
Porto,2019-07-12 22:00:00,Very_High,42.7,87.2,70.5,DARK,21.0,1014.0,77.0,0.0,,0.0,
Porto,2018-10-09 16:00:00,Medium,40.8,22.6,82.7,LIGHT,22.0,1008.0,43.0,4.0,céu claro,0.0,NULL
Porto,2019-02-19 16:00:00,Medium,33.8,28.0,100.8,LIGHT,12.0,1019.0,58.0,3.0,céu claro,0.0,NULL
Porto,2019-04-12 18:00:00,High,37.5,62.0,77.3,LIGHT,15.0,1019.0,87.0,2.0,céu pouco nublado,0.0,NULL
Porto,2018-09-16 21:00:00,None,39.4,0.0,88.5,DARK,16.0,1018.0,100.0,1.0,céu claro,0.0,NULL
Porto,2018-11-10 01:00:00,Low,44.2,7.9,82.0,DARK,15.0,1012.0,100.0,9.0,NULL,0.0,chuva fraca
Porto,2018-09-04 14:00:00,Low,40.9,19.0,87.0,LIGHT,22.0,1013.0,73.0,2.0,nuvens dispersas,0.0,NULL
Porto,2018-10-21 12:00:00,Low,40.9,5.1,87.8,LIGHT,24.0,1018.0,53.0,2.0,céu claro,0.0,NULL
Porto,2018-10-24 01:00:00,None,43.5,0.0,86.5,DARK,16.0,1025.0,63.0,4.0,céu claro,0.0,NULL
Porto,2018-12-06 01:00:00,Medium,38.3,22.8,73.1,DARK,15.0,1029.0,82.0,1.0,nuvens quebrados,0.0,NULL
Porto,2019-01-22 16:00:00,Medium,35.8,40.8,80.3,LIGHT,12.0,1019.0,76.0,7.0,nuvens dispersas,0.0,NULL
Porto,2019-02-13 19:00:00,High,42.2,35.0,93.2,DARK,14.0,1026.0,58.0,1.0,céu claro,0.0,NULL
Porto,2019-08-25 01:00:00,Low,43.5,9.4,86.5,DARK,16.0,1017.0,100.0,1.0,,0.0,
Porto,2019-02-26 14:00:00,Medium,37.7,19.9,100.3,LIGHT,22.0,1023.0,31.0,4.0,céu claro,0.0,NULL
Porto,2019-09-23 01:00:00,Low,43.6,8.5,85.6,DARK,13.0,1019.0,100.0,3.0,nuvens dispersas,0.0,
Porto,2019-04-10 20:00:00,None,39.0,0.8,70.4,DARK,12.0,1021.0,87.0,4.0,nuvens dispersas,0.0,NULL
Porto,2018-09-15 14:00:00,Medium,36.1,15.9,83.8,LIGHT,19.0,1018.0,88.0,3.0,NULL,0.0,NULL
Porto,2019-04-27 21:00:00,Medium,36.3,10.3,63.3,DARK,14.0,1025.0,93.0,4.0,céu pouco nublado,0.0,
Porto,2018-09-08 13:00:00,Low,37.3,6.8,90.8,LIGHT,21.0,1016.0,82.0,3.0,algumas nuvens,0.0,NULL
Porto,2018-08-27 17:00:00,Medium,40.4,39.4,87.4,LIGHT,27.0,1011.0,48.0,3.0,algumas nuvens,0.0,NULL
Porto,2018-11-21 19:00:00,High,47.3,39.7,73.1,DARK,10.0,1010.0,76.0,5.0,algumas nuvens,0.0,NULL
Porto,2019-02-13 20:00:00,Medium,34.1,24.1,85.0,DARK,11.0,1027.0,71.0,1.0,céu claro,0.0,NULL
Porto,2019-02-11 07:00:00,Medium,44.9,6.8,79.9,DARK,2.0,1029.0,100.0,1.0,céu claro,0.0,NULL
Porto,2019-04-14 06:00:00,None,41.8,0.0,74.8,LIGHT,14.0,1017.0,100.0,4.0,NULL,0.0,NULL
Porto,2018-10-18 12:00:00,Medium,37.7,16.8,91.3,LIGHT,19.0,1012.0,68.0,5.0,céu claro,0.0,NULL
Porto,2019-08-20 23:00:00,Low,43.1,7.9,77.2,DARK,20.0,1017.0,82.0,3.0,,0.0,
Porto,2018-10-02 02:00:00,None,41.9,0.0,87.0,DARK,14.0,1020.0,51.0,3.0,céu claro,0.0,NULL
Porto,2019-01-29 18:00:00,Medium,41.4,21.2,83.9,DARK,12.0,1017.0,76.0,5.0,nuvens dispersas,0.0,NULL
Porto,2018-10-02 07:00:00,Very_High,44.5,79.6,81.3,LIGHT,15.0,1021.0,42.0,6.0,céu claro,0.0,NULL
Porto,2019-07-10 18:00:00,High,38.2,59.2,97.2,LIGHT,29.0,1014.0,48.0,5.0,,0.0,
Porto,2019-09-28 19:00:00,Medium,40.8,27.8,83.3,DARK,17.0,1019.0,77.0,3.0,,0.0,
Porto,2018-08-09 08:00:00,Low,40.6,6.0,89.2,LIGHT,16.0,1021.0,77.0,5.0,céu claro,0.0,NULL
Porto,2018-07-27 21:00:00,Low,42.3,15.1,86.6,DARK,19.0,1017.0,82.0,1.0,céu claro,0.0,NULL
